contrast_id,event_id,pair_id,observational_role,window_variant_id,left_processing_profile_id,right_processing_profile_id,left_variant_id,right_variant_id,left_primary_outcome,right_primary_outcome,left_admissibility_status,right_admissibility_status,left_inadmissibility_reason,right_inadmissibility_reason,comparability_status,selection_transition,change_delta_bic_0_1,change_delta_bic_2_1,change_joint_margin
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,W00,P02,P03,F2V000393,F2V000394,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm2,P00,P01,F2V000397,F2V000398,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.044206711017295675,0.7193245135015331,0.044206711017295675
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm2,P00,P02,F2V000397,F2V000399,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm2,P01,P03,F2V000398,F2V000400,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm2,P00,P04,F2V000397,F2V000401,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.10458773004552313,-0.09279891630035308,-0.10458773004552313
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm2,P01,P05,F2V000398,F2V000402,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09232175784904939,-0.23863963485587192,-0.09232175784904939
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm2,P02,P03,F2V000399,F2V000400,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm1,P00,P01,F2V000403,F2V000404,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.11947678579213061,0.4863286853583304,0.11947678579213061
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm1,P00,P02,F2V000403,F2V000405,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm1,P01,P03,F2V000404,F2V000406,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm1,P00,P04,F2V000403,F2V000407,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11115287707252719,-0.10082905836270584,-0.11115287707252719
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm1,P01,P05,F2V000404,F2V000408,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09949313633478596,-0.11681470198345778,-0.09949313633478596
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSm1,P02,P03,F2V000405,F2V000406,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp1,P00,P01,F2V000409,F2V000410,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.18999049890021524,0.3032904490275996,-0.18999049890021524
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp1,P00,P02,F2V000409,F2V000411,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp1,P01,P03,F2V000410,F2V000412,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp1,P00,P04,F2V000409,F2V000413,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11911114560916758,-0.10937710589450944,-0.11911114560916758
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp1,P01,P05,F2V000410,F2V000414,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.10312172119893148,-0.13012119760901442,-0.10312172119893148
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp1,P02,P03,F2V000411,F2V000412,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp2,P00,P01,F2V000415,F2V000416,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.5519246515627856,0.19722744686396254,-0.5519246515627856
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp2,P00,P02,F2V000415,F2V000417,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp2,P01,P03,F2V000416,F2V000418,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp2,P00,P04,F2V000415,F2V000419,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11957997634249296,-0.11384418961029041,-0.11957997634249296
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp2,P01,P05,F2V000416,F2V000420,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09907863787657334,-0.13267516057533157,-0.09907863787657334
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WSp2,P02,P03,F2V000417,F2V000418,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm2,P00,P01,F2V000421,F2V000422,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.2669964909882765,0.40922392236666383,-0.2669964909882765
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm2,P00,P02,F2V000421,F2V000423,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm2,P01,P03,F2V000422,F2V000424,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm2,P00,P04,F2V000421,F2V000425,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.10695270822111524,-0.08887400172807247,-0.10695270822111524
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm2,P01,P05,F2V000422,F2V000426,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09218705531463911,-0.11403586180369985,-0.09218705531463911
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm2,P02,P03,F2V000423,F2V000424,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm1,P00,P01,F2V000427,F2V000428,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.0334716124307306,0.4076531201992566,-0.0334716124307306
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm1,P00,P02,F2V000427,F2V000429,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm1,P01,P03,F2V000428,F2V000430,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm1,P00,P04,F2V000427,F2V000431,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11214436188220134,-0.0970714829559256,-0.11214436188220134
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm1,P01,P05,F2V000428,F2V000432,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09904323790146918,-0.12067039704857052,-0.09904323790146918
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEm1,P02,P03,F2V000429,F2V000430,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp1,P00,P01,F2V000433,F2V000434,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.04716162214481301,0.4484667771948807,-0.04716162214481301
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp1,P00,P02,F2V000433,F2V000435,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp1,P01,P03,F2V000434,F2V000436,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp1,P00,P04,F2V000433,F2V000437,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11788741498639865,-0.1122804464832825,-0.11788741498639865
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp1,P01,P05,F2V000434,F2V000438,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.10367614340839282,-0.19562774197652288,-0.10367614340839282
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp1,P02,P03,F2V000435,F2V000436,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp2,P00,P01,F2V000439,F2V000440,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.2817745655588624,0.3571730492083134,-0.2817745655588624
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp2,P00,P02,F2V000439,F2V000441,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp2,P01,P03,F2V000440,F2V000442,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp2,P00,P04,F2V000439,F2V000443,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11712132359116367,-0.11221739890493154,-0.11712132359116367
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp2,P01,P05,F2V000440,F2V000444,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09994810818807309,-0.11883656635973239,-0.09994810818807309
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WEp2,P02,P03,F2V000441,F2V000442,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX1,P00,P01,F2V000445,F2V000446,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.13112701564045892,0.4645657920739268,-0.13112701564045892
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX1,P00,P02,F2V000445,F2V000447,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX1,P01,P03,F2V000446,F2V000448,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX1,P00,P04,F2V000445,F2V000449,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11121207191968097,-0.10300786209336366,-0.11121207191968097
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX1,P01,P05,F2V000446,F2V000450,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09652262857002825,-0.11217781097684565,-0.09652262857002825
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX1,P02,P03,F2V000447,F2V000448,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC1,P00,P01,F2V000451,F2V000452,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.42213974672722543,0.2968762763628092,-0.42213974672722543
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC1,P00,P02,F2V000451,F2V000453,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC1,P01,P03,F2V000452,F2V000454,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC1,P00,P04,F2V000451,F2V000455,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.1130195186299261,-0.10047315279234681,-0.1130195186299261
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC1,P01,P05,F2V000452,F2V000456,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09537113424028121,-0.12253813160771188,-0.09537113424028121
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC1,P02,P03,F2V000453,F2V000454,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX2,P00,P01,F2V000457,F2V000458,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.022298883945495618,0.5633798217297681,0.022298883945495618
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX2,P00,P02,F2V000457,F2V000459,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX2,P01,P03,F2V000458,F2V000460,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX2,P00,P04,F2V000457,F2V000461,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.10941136256269601,-0.09252361551534705,-0.10941136256269601
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX2,P01,P05,F2V000458,F2V000462,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09640236192035445,-0.11329301287241833,-0.09640236192035445
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WX2,P02,P03,F2V000459,F2V000460,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC2,P00,P01,F2V000463,F2V000464,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.560928396093459,0.2297334007939753,-0.560928396093459
QUALITY_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC2,P00,P02,F2V000463,F2V000465,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC2,P01,P03,F2V000464,F2V000466,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC2,P00,P04,F2V000463,F2V000467,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.11417562055885355,-0.1085679760695939,-0.11417562055885355
DETREND_SAP,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC2,P01,P05,F2V000464,F2V000468,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.09533796520099713,0.04529374050150636,-0.09533796520099713
FLUX_Q0,P2_not_selected_qpp_pdcsap_all,P2,MATCHED_NOT_SELECTED,WC2,P02,P03,F2V000465,F2V000466,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P00,P01,F2V000469,F2V000470,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-9.586980433087348,-8.130878118458309,-9.586980433087348
QUALITY_PDCSAP,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P00,P02,F2V000469,F2V000471,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.0,0.0,0.0
