contrast_id,event_id,pair_id,observational_role,window_variant_id,left_processing_profile_id,right_processing_profile_id,left_variant_id,right_variant_id,left_primary_outcome,right_primary_outcome,left_admissibility_status,right_admissibility_status,left_inadmissibility_reason,right_inadmissibility_reason,comparability_status,selection_transition,change_delta_bic_0_1,change_delta_bic_2_1,change_joint_margin
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm2,P00,P01,F2V000265,F2V000266,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,4.9895484139216535,3.9359129993710127,4.9895484139216535
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm2,P00,P02,F2V000265,F2V000267,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm2,P01,P03,F2V000266,F2V000268,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm2,P00,P04,F2V000265,F2V000269,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.12319159886530429,0.05139927029390634,-0.12319159886530429
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm2,P01,P05,F2V000266,F2V000270,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.041837916481846094,1.8514927262267928,-0.041837916481846094
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm2,P02,P03,F2V000267,F2V000268,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm1,P00,P01,F2V000271,F2V000272,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,4.17796426882073,3.604482588385679,4.17796426882073
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm1,P00,P02,F2V000271,F2V000273,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm1,P01,P03,F2V000272,F2V000274,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm1,P00,P04,F2V000271,F2V000275,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.13693561352822314,0.2909033718463121,0.13693561352822314
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm1,P01,P05,F2V000272,F2V000276,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.04639017858753647,1.8250458531232052,-0.04639017858753647
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEm1,P02,P03,F2V000273,F2V000274,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp1,P00,P01,F2V000277,F2V000278,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,3.520300194041127,3.589816753734514,3.520300194041127
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp1,P00,P02,F2V000277,F2V000279,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp1,P01,P03,F2V000278,F2V000280,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp1,P00,P04,F2V000277,F2V000281,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.2641578102868465,0.32760344043909484,0.2641578102868465
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp1,P01,P05,F2V000278,F2V000282,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-4.3914511103067095,-6.034700725982297,-4.391451110306711
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp1,P02,P03,F2V000279,F2V000280,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp2,P00,P01,F2V000283,F2V000284,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,4.48190106875785,3.165584221440991,4.48190106875785
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp2,P00,P02,F2V000283,F2V000285,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp2,P01,P03,F2V000284,F2V000286,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp2,P00,P04,F2V000283,F2V000287,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.22406086178913398,-0.7053973912768932,-0.22406086178913398
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp2,P01,P05,F2V000284,F2V000288,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.08025041922326714,-0.008030526550676598,-0.08025041922326714
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WEp2,P02,P03,F2V000285,F2V000286,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX1,P00,P01,F2V000289,F2V000290,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,5.419450340552203,4.810697203013735,5.419450340552203
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX1,P00,P02,F2V000289,F2V000291,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX1,P01,P03,F2V000290,F2V000292,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX1,P00,P04,F2V000289,F2V000293,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.14754420339181706,0.8951496483349857,-0.14754420339181706
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX1,P01,P05,F2V000290,F2V000294,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.05153771005699781,0.0077560418324083,-0.05153771005699781
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX1,P02,P03,F2V000291,F2V000292,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC1,P00,P01,F2V000295,F2V000296,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,3.8029716472969675,4.032140294837559,3.8029716472969675
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC1,P00,P02,F2V000295,F2V000297,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC1,P01,P03,F2V000296,F2V000298,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC1,P00,P04,F2V000295,F2V000299,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.2357728767450098,-0.3081202625242909,-0.2357728767450098
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC1,P01,P05,F2V000296,F2V000300,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.0706574180282642,-0.06045896965144415,-0.07065741802826508
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC1,P02,P03,F2V000297,F2V000298,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX2,P00,P01,F2V000301,F2V000302,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,5.589780151069903,5.234970088380827,5.589780151069903
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX2,P00,P02,F2V000301,F2V000303,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX2,P01,P03,F2V000302,F2V000304,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX2,P00,P04,F2V000301,F2V000305,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.08712489655237476,-0.005408450212023297,-0.08712489655237476
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX2,P01,P05,F2V000302,F2V000306,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.02452938430704421,-0.014160556524995371,-0.02452938430704421
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WX2,P02,P03,F2V000303,F2V000304,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC2,P00,P01,F2V000307,F2V000308,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.582272447031082,1.4165133836077892,2.582272447031082
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC2,P00,P02,F2V000307,F2V000309,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC2,P01,P03,F2V000308,F2V000310,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC2,P00,P04,F2V000307,F2V000311,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.512932827893577,-0.3430113925140006,-0.5129328278935787
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC2,P01,P05,F2V000308,F2V000312,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.08361763184690663,1.360686408126977,-0.08361763184690751
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WC2,P02,P03,F2V000309,F2V000310,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,W00,P00,P01,F2V000313,F2V000314,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.33681687336934374,1.1640596830541199,0.33681687336934374
QUALITY_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,W00,P00,P02,F2V000313,F2V000315,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,W00,P01,P03,F2V000314,F2V000316,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,W00,P00,P04,F2V000313,F2V000317,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-0.6194776305134155,0.6385789381933478,-0.6194776305134155
DETREND_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,W00,P01,P05,F2V000314,F2V000318,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.22902871952754822,0.5167802051536228,-0.22902871952754822
FLUX_Q0,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,W00,P02,P03,F2V000315,F2V000316,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,PEAK_REMOVED_BY_QUALITY,Frozen peak index 93153 is absent after the frozen quality mask.,Frozen peak index 93153 is absent after the frozen quality mask.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm2,P00,P01,F2V000319,F2V000320,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.27703309660148534,1.0741997950401583,0.27703309660148534
QUALITY_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm2,P00,P02,F2V000319,F2V000321,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm2,P01,P03,F2V000320,F2V000322,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm2,P00,P04,F2V000319,F2V000323,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-0.8180531123044261,0.7015169106097687,-0.8180531123044261
DETREND_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm2,P01,P05,F2V000320,F2V000324,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.3593002584027545,0.6197205365679679,-0.3593002584027545
FLUX_Q0,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm2,P02,P03,F2V000321,F2V000322,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,PEAK_REMOVED_BY_QUALITY,Frozen peak index 93153 is absent after the frozen quality mask.,Frozen peak index 93153 is absent after the frozen quality mask.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm1,P00,P01,F2V000325,F2V000326,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.11122562327068408,0.9005378177366765,-0.11122562327068408
QUALITY_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm1,P00,P02,F2V000325,F2V000327,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm1,P01,P03,F2V000326,F2V000328,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm1,P00,P04,F2V000325,F2V000329,SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→0,-0.8843979835265827,0.6928191580839211,-0.8843979835265827
DETREND_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm1,P01,P05,F2V000326,F2V000330,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.33562413319521056,0.5574540930105627,-0.33562413319521056
FLUX_Q0,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSm1,P02,P03,F2V000327,F2V000328,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,PEAK_REMOVED_BY_QUALITY,Frozen peak index 93153 is absent after the frozen quality mask.,Frozen peak index 93153 is absent after the frozen quality mask.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp1,P00,P01,F2V000331,F2V000332,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.050317170930838984,0.96216539870818,-0.050317170930838984
QUALITY_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp1,P00,P02,F2V000331,F2V000333,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp1,P01,P03,F2V000332,F2V000334,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp1,P00,P04,F2V000331,F2V000335,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.6645896526110846,0.56746698590797,-0.6645896526110846
DETREND_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp1,P01,P05,F2V000332,F2V000336,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.21494694925911517,0.4386862676852843,-0.21494694925911517
FLUX_Q0,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp1,P02,P03,F2V000333,F2V000334,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,PEAK_REMOVED_BY_QUALITY,Frozen peak index 93153 is absent after the frozen quality mask.,Frozen peak index 93153 is absent after the frozen quality mask.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp2,P00,P01,F2V000337,F2V000338,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.43395303717920797,1.2311984123796265,0.43395303717920797
QUALITY_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp2,P00,P02,F2V000337,F2V000339,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp2,P01,P03,F2V000338,F2V000340,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,PEAK_REMOVED_BY_QUALITY,,Frozen peak index 93153 is absent after the frozen quality mask.,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P2_published_qpp_pdcsap_all,P2,PUBLISHED_QPP_REPRODUCED,WSp2,P00,P04,F2V000337,F2V000341,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.4263626003183276,0.47868233444506814,-0.4263626003183276
