parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,n_sequence,selection_sequence,selection_interpretation,ever_selected,selected_n_count,number_of_up_transitions,number_of_down_transitions,first_selected_n,stable_selection_from_n,delta_bic_0_1_sequence_json,delta_bic_2_1_sequence_json,joint_margin_sequence_json,limiting_model_sequence
NWP_A1_S09_NULL,NWB_A1_S09,NULL_FLARE_RED_NOISE,,,1.0,9,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.559996017974697,-6.95931971952119,-8.28365122457339,-6.593863704562267,-3.53131734625822,-4.148625027831599]","[-1.8867108399298003,-2.062000885835147,-2.3591362113988623,-0.381719252530786,3.78532112243073,3.0950375445682994]","[-15.559996017974697,-16.95931971952119,-18.28365122457339,-16.593863704562267,-13.53131734625822,-14.1486250278316]",M0|M0|M0|M0|M0|M0
NWP_A1_S09_P050,NWB_A1_S09,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,9,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.531661503452833,-5.962432153902256,-8.32101125300565,-5.906637874393709,-3.333933421712686,-4.163292335781534]","[-1.752901339009754,-1.0705032902331055,-2.3999785065459207,0.4035479945169129,3.9779338545403675,3.0867185185834387]","[-15.531661503452833,-15.962432153902256,-18.32101125300565,-15.90663787439371,-13.333933421712686,-14.163292335781534]",M0|M0|M0|M0|M0|M0
NWP_A1_S09_P080,NWB_A1_S09,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,9,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.736090699060906,-5.604531951729854,-6.682157254219021,-6.695560860517531,-3.4595908639919912,-4.1462550921068555]","[-1.904254534300816,-0.9020785735048804,-0.9432458890854036,-0.4180353761255162,3.967140037083823,3.104044170468626]","[-15.736090699060906,-15.604531951729854,-16.68215725421902,-16.69556086051753,-13.459590863991991,-14.146255092106855]",M0|M0|M0|M0|M0|M0
NWP_A1_S10_NULL,NWB_A1_S10,NULL_FLARE_RED_NOISE,,,1.0,10,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.6168455324721265,-6.9675982358021855,-4.9619564023078055,-2.8767000670877394,-1.7320156828886866,-5.8801283665505935]","[-1.9504152700326083,-1.8397965012533462,0.6532473167163744,2.7537621586864134,4.452145186278983,1.8752332709673851]","[-15.616845532472126,-16.967598235802186,-14.961956402307806,-12.87670006708774,-11.732015682888687,-15.880128366550593]",M0|M0|M0|M0|M0|M0
NWP_A1_S10_P050,NWB_A1_S10,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,10,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.185141274877193,-5.316185014448109,-5.379628328978129,-3.1767043031075275,-1.684563739290013,-5.878739447651753]","[-1.7650330182610103,-0.3869149509801133,0.40437611462402856,2.5316422957284033,5.28806886037961,-0.108808096238306]","[-15.185141274877193,-15.31618501444811,-15.379628328978129,-13.176704303107527,-11.684563739290013,-15.878739447651753]",M0|M0|M0|M0|M0|M0
NWP_A1_S10_P080,NWB_A1_S10,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,10,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.395977314976298,-7.11489625703301,-6.485395423215039,-4.022200093564379,-1.6252504525554627,-5.864102640348676]","[-1.9314966645032081,-2.2617634055172715,-0.7582314642571646,1.7810820501614728,4.448233046176824,1.8782177183748558]","[-15.395977314976298,-17.11489625703301,-16.48539542321504,-14.02220009356438,-11.625250452555463,-15.864102640348676]",M0|M0|M0|M0|M0|M0
NWP_A1_S11_NULL,NWB_A1_S11,NULL_FLARE_RED_NOISE,,,1.0,11,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.546255913683316,-7.376776663596473,-7.610510797346507,-5.789403985655326,-8.430761910568322,-3.3163945753286157]","[-1.947445403980688,-2.254371151168016,-1.599670986680053,0.32397164775471765,-2.7022514481304256,3.0705527182737455]","[-15.546255913683316,-17.376776663596473,-17.610510797346507,-15.789403985655326,-18.43076191056832,-13.316394575328616]",M0|M0|M0|M0|M0|M0
NWP_A1_S11_P050,NWB_A1_S11,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,11,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.20667310414558,-4.700686513905993,-3.2785150672794146,-4.870897411258056,-8.478704848645748,-3.2937713266253468]","[-1.8615215344290297,0.13684546687467503,2.340752683378554,1.2538673209463695,-2.781195177534414,3.0514600198883954]","[-15.20667310414558,-14.700686513905993,-13.278515067279415,-14.870897411258056,-18.478704848645748,-13.293771326625347]",M0|M0|M0|M0|M0|M0
NWP_A1_S11_P080,NWB_A1_S11,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,11,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.586537969624084,-6.863739550633369,-7.804383306489768,-4.965101350928762,-8.541286720149344,-3.3630087945712717]","[-1.8097577437786425,-2.035193737319318,-2.3798980139638104,1.0038114764637953,-2.714660697173713,3.089875376569182]","[-15.586537969624084,-16.86373955063337,-17.80438330648977,-14.965101350928762,-18.541286720149344,-13.363008794571272]",M0|M0|M0|M0|M0|M0
NWP_A1_S12_NULL,NWB_A1_S12,NULL_FLARE_RED_NOISE,,,1.0,12,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.43669679793239,-7.070783999592194,-4.442274933872028,-4.140792930681357,-4.55875518716158,-7.584121017678285]","[-1.9594616097734727,-1.8828656731831472,1.0967414216548832,1.9580566071444423,1.9985023475126695,-0.8249312972626512]","[-15.43669679793239,-17.070783999592194,-14.442274933872028,-14.140792930681357,-14.55875518716158,-17.584121017678285]",M0|M0|M0|M0|M0|M0
NWP_A1_S12_P050,NWB_A1_S12,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,12,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.09003199119647,-6.293349160576952,-6.752563039827294,-5.761789150189486,-4.556002193778568,-7.581295161801222]","[-1.8971094897617897,-1.4073899066021909,-0.7966517030515661,0.6595199648414223,1.9974024840060451,-0.8042577463741054]","[-15.09003199119647,-16.293349160576952,-16.752563039827294,-15.761789150189486,-14.556002193778568,-17.581295161801222]",M0|M0|M0|M0|M0|M0
NWP_A1_S12_P080,NWB_A1_S12,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,12,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.477393335622576,-5.075958497811797,-1.6273645506736045,-2.3220252618000927,-4.537316633061721,-7.5771015485705675]","[-1.828194443268873,-0.278279390587187,3.5018214511016765,3.6274970818958536,2.0089881444228013,-0.805846854375659]","[-15.477393335622576,-15.075958497811797,-11.627364550673605,-12.322025261800093,-14.537316633061721,-17.577101548570568]",M0|M0|M0|M0|M0|M0
NWP_A1_S13_NULL,NWB_A1_S13,NULL_FLARE_RED_NOISE,,,1.0,13,15|30|45|60|90|120,000001,synthetic false selection,True,1,1,0,120,120,"[-5.5297563370941685,-7.2999042944212675,-8.053058898228613,-1.8247170991787414,8.003433322599335,12.719662842905336]","[-1.9089887097380762,-2.2216170626323475,-3.228211403010903,0.6019393656480929,13.826713963494342,19.65776961923592]","[-15.529756337094168,-17.299904294421268,-18.053058898228613,-11.824717099178741,-1.996566677400665,2.719662842905336]",M0|M0|M0|M0|M0|M0
NWP_A1_S13_P050,NWB_A1_S13,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,13,15|30|45|60|90|120,000001,injected QPP selection,True,1,1,0,120,120,"[-5.1815848051362,-4.377747696540268,-6.747460663187155,-4.014180315687042,8.569830738513588,12.5114805647857]","[-1.7477956384486317,0.4439920741620256,-1.0924499817551805,-1.722913997888412,14.530658183105857,19.530312703062748]","[-15.1815848051362,-14.377747696540268,-16.747460663187155,-14.014180315687042,-1.4301692614864123,2.5114805647856997]",M0|M0|M0|M0|M0|M0
NWP_A1_S13_P080,NWB_A1_S13,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,13,15|30|45|60|90|120,000001,injected QPP selection,True,1,1,0,120,120,"[-5.634762981474571,-6.472413493724119,-6.9031977823646855,-1.002019489488191,7.860760697906528,12.706420723004555]","[-1.8034977513281047,-1.7272942725016804,-2.6719273719122043,1.2506243153877676,13.686462045655333,19.648823799400418]","[-15.634762981474571,-16.47241349372412,-16.903197782364686,-11.002019489488191,-2.139239302093472,2.7064207230045554]",M0|M0|M0|M0|M0|M0
NWP_A1_S14_NULL,NWB_A1_S14,NULL_FLARE_RED_NOISE,,,1.0,14,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.521040618645792,-7.572030003484585,-6.963640788750666,-6.846550597331856,-1.7892053740188771,-0.9237349044050234]","[-1.9544122218557716,-2.3965501959366406,-1.3321048075097508,-1.823682382331981,0.0040876494475696745,0.7752605564845112]","[-15.521040618645792,-17.572030003484585,-16.963640788750666,-16.846550597331856,-11.789205374018877,-10.923734904405023]",M0|M0|M0|M0|M0|M0
NWP_A1_S14_P050,NWB_A1_S14,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,14,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.636012711191613,-7.297130566839371,-7.094059527888476,-7.013581494477222,-1.7434010994999198,-0.8683493270617078]","[-1.9349866882586104,-2.137418694033258,-1.7544958188831572,-2.0616275886844164,0.07652119682705916,0.8392608329202744]","[-15.636012711191613,-17.29713056683937,-17.094059527888476,-17.013581494477222,-11.74340109949992,-10.868349327061708]",M0|M0|M0|M0|M0|M0
NWP_A1_S14_P080,NWB_A1_S14,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,14,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.10884619375091,-6.983878492624214,-6.487695020719968,-6.688715510220817,-1.6474693113257217,-0.860047108622723]","[-1.946539773220766,-2.370393615070256,-0.8501412279623537,-1.8000810804037428,0.09678289167339926,0.8218087538278382]","[-15.10884619375091,-16.983878492624214,-16.48769502071997,-16.688715510220817,-11.647469311325722,-10.860047108622723]",M0|M0|M0|M0|M0|M0
NWP_A1_S15_NULL,NWB_A1_S15,NULL_FLARE_RED_NOISE,,,1.0,15,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.521046105957961,-7.58749543861633,-8.556334944815404,-8.318996426844251,-5.604742975255704,-1.266542522530301]","[-1.9104622736524837,-2.506833627639381,-2.549354290587729,-2.1222894060367707,1.561933843773204,3.0425087557485426]","[-15.52104610595796,-17.58749543861633,-18.556334944815404,-18.31899642684425,-15.604742975255704,-11.266542522530301]",M0|M0|M0|M0|M0|M0
NWP_A1_S15_P050,NWB_A1_S15,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,15,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.211576516803939,-7.270236048449547,-8.322463051396738,-7.566459922186311,-5.863057291930261,-1.3846571344564609]","[-1.721083583457859,-2.3067482648311852,-2.3718031179935224,-1.4363245799210063,1.3245246147374132,3.0209083554784684]","[-15.21157651680394,-17.270236048449547,-18.32246305139674,-17.56645992218631,-15.86305729193026,-11.38465713445646]",M0|M0|M0|M0|M0|M0
NWP_A1_S15_P080,NWB_A1_S15,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,15,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.1148308008367405,-7.711182046349592,-8.529874687875434,-8.590137005526628,-5.600931820791857,-1.2904030336322876]","[-1.9227220785208372,-2.665254094149489,-2.514247385041159,-1.974526415316177,1.5621951868571387,3.005903678606103]","[-15.11483080083674,-17.71118204634959,-18.529874687875434,-18.59013700552663,-15.600931820791857,-11.290403033632288]",M0|M0|M0|M0|M0|M0
NWP_A1_S16_NULL,NWB_A1_S16,NULL_FLARE_RED_NOISE,,,1.0,16,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.59941110525426,-7.0706832129432655,-6.022085440521579,-7.721521362614993,-6.844878027920629,-2.986122713909765]","[-1.9086759140304261,-2.0817217995759165,-0.6181859648863792,-1.786064161906495,-1.7638295834090627,3.4064938116154053]","[-15.59941110525426,-17.070683212943266,-16.02208544052158,-17.721521362614993,-16.84487802792063,-12.986122713909765]",M0|M0|M0|M0|M0|M0
NWP_A1_S16_P050,NWB_A1_S16,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,16,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.4947059048987175,-6.724396222960877,-5.516194612424869,-7.481168894020044,-6.858984712977531,-2.972604896362327]","[-1.8589392662338726,-1.745378214671021,-0.025166446835640954,-1.5450315644247894,-1.7617865410747413,3.4292119154590637]","[-15.494705904898717,-16.724396222960877,-15.516194612424869,-17.481168894020044,-16.85898471297753,-12.972604896362327]",M0|M0|M0|M0|M0|M0
NWP_A1_S16_P080,NWB_A1_S16,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,16,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.206004409522334,-6.555764158719668,-5.656943233279378,-7.602404924886656,-6.78269496563081,-2.9652441238017673]","[-1.8434036998665198,-1.7273887468983418,0.010658399735916646,-1.5485305088954533,-1.672463375657287,3.4377726149251657]","[-15.206004409522334,-16.55576415871967,-15.656943233279378,-17.602404924886656,-16.78269496563081,-12.965244123801767]",M0|M0|M0|M0|M0|M0
NWP_A1_S17_NULL,NWB_A1_S17,NULL_FLARE_RED_NOISE,,,1.0,17,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.474738668156403,-6.775877751446359,-5.381518825437382,-4.212719155452305,-6.342014760323309,-9.150164157730899]","[-1.9163513499343372,-1.8114865172845356,-0.3853124986834189,0.6549586631444129,-0.14250157440284283,-2.001193513196881]","[-15.474738668156403,-16.77587775144636,-15.381518825437382,-14.212719155452305,-16.34201476032331,-19.1501641577309]",M0|M0|M0|M0|M0|M0
NWP_A1_S17_P050,NWB_A1_S17,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,17,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.582318212785124,-6.613224160635781,-5.11255854964142,-4.2510387224797626,-6.382124163102048,-9.161941406669882]","[-1.874400088235256,-1.7235507309131606,-0.17948522052205362,0.608113814032123,-0.1770700998289385,-2.075483451480352]","[-15.582318212785124,-16.61322416063578,-15.11255854964142,-14.251038722479763,-16.38212416310205,-19.161941406669882]",M0|M0|M0|M0|M0|M0
NWP_A1_S17_P080,NWB_A1_S17,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,17,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.1644819788854495,-7.312356751743891,-5.421645271206415,-3.971578180723924,-6.333389942638519,-9.14769064218899]","[-1.950954552272644,-2.0951104077842047,-0.2903412795270981,0.7891476655339318,-0.13676367718596794,-1.9986172462705554]","[-15.16448197888545,-17.31235675174389,-15.421645271206415,-13.971578180723924,-16.33338994263852,-19.14769064218899]",M0|M0|M0|M0|M0|M0
NWP_A1_S18_NULL,NWB_A1_S18,NULL_FLARE_RED_NOISE,,,1.0,18,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.717165877316061,-7.157139795735247,-8.490597582372772,-9.420473237958817,-9.375090605350124,-8.499800481545208]","[-1.8891377628398756,-2.2517024271307235,-2.749339647005968,-3.0000390844766684,-2.283008181725677,-2.4673714695954914]","[-15.717165877316061,-17.157139795735247,-18.49059758237277,-19.420473237958817,-19.375090605350124,-18.499800481545208]",M0|M0|M0|M0|M0|M0
NWP_A1_S18_P050,NWB_A1_S18,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,18,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.562427591046337,-6.117599268919349,-5.867295355088345,-8.700128672173236,-9.382368524190554,-8.61130599446193]","[-1.7961751143879239,-1.337937727374893,0.06524762249847527,-2.1198867812076685,-2.231575581398772,-2.5029912476857703]","[-15.562427591046337,-16.11759926891935,-15.867295355088345,-18.700128672173236,-19.382368524190554,-18.61130599446193]",M0|M0|M0|M0|M0|M0
NWP_A1_S18_P080,NWB_A1_S18,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,18,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.716322547920155,-4.4831827693131885,-5.805199178692277,-8.991221979262605,-9.386663691211709,-8.421893610866675]","[-1.840783042534036,-0.2564831463895558,-1.1531214538293284,-2.964047322841907,-2.311989089711517,-2.3885527590137485]","[-15.716322547920155,-14.483182769313188,-15.805199178692277,-18.991221979262605,-19.38666369121171,-18.421893610866675]",M0|M0|M0|M0|M0|M0
NWP_A1_S19_NULL,NWB_A1_S19,NULL_FLARE_RED_NOISE,,,1.0,19,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.443486154230449,-7.489407189951251,-7.589209092974727,-6.938001599359694,-6.355378886151641,-4.586773974318817]","[-1.8981985594633288,-2.4513080030698973,-1.9901562509948576,-0.6714792605524735,0.7335766469716418,2.1823531925913926]","[-15.443486154230449,-17.48940718995125,-17.589209092974727,-16.938001599359694,-16.35537888615164,-14.586773974318817]",M0|M0|M0|M0|M0|M0
NWP_A1_S19_P050,NWB_A1_S19,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,19,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.513925597158996,-7.37507635540274,-7.615654383050952,-7.013501712440956,-6.399244068052667,-4.616015352502757]","[-1.8985148074231128,-2.360558810482999,-1.9889178541494346,-0.696417896233612,0.663951411351718,2.1685006140459677]","[-15.513925597158996,-17.37507635540274,-17.615654383050952,-17.013501712440956,-16.399244068052667,-14.616015352502757]",M0|M0|M0|M0|M0|M0
