parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,n_sequence,selection_sequence,selection_interpretation,ever_selected,selected_n_count,number_of_up_transitions,number_of_down_transitions,first_selected_n,stable_selection_from_n,delta_bic_0_1_sequence_json,delta_bic_2_1_sequence_json,joint_margin_sequence_json,limiting_model_sequence
NWP_A2_S10_P080,NWB_A2_S10,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,10,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.508504482553345,-6.708981256758193,-6.060456533862691,-6.656794899311137,-6.9607846780726845,-6.233071315497227]","[-1.7197669235279003,-1.9710627303354187,-1.040010531004242,-0.82098167874625,0.08667328636681759,-0.9120219834384216]","[-15.508504482553345,-16.708981256758193,-16.06045653386269,-16.656794899311137,-16.960784678072685,-16.233071315497227]",M0|M0|M0|M0|M0|M0
NWP_A2_S11_NULL,NWB_A2_S11,NULL_FLARE_RED_NOISE,,,2.0,11,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.579297526264973,-7.722981657458007,-8.757719195487368,-8.372651197539255,-8.536915009829386,-8.941672316956783]","[-1.9338251319367723,-2.5596962859511905,-2.700068143360312,-2.213804220601503,-3.2630233199907366,-3.6913521231506365]","[-15.579297526264973,-17.722981657458007,-18.75771919548737,-18.372651197539255,-18.536915009829386,-18.941672316956783]",M0|M0|M0|M0|M0|M0
NWP_A2_S11_P050,NWB_A2_S11,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,11,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.288727274275939,-5.958078506916024,-7.09293526211485,-8.801119349041244,-9.755083912033683,-8.970172513990747]","[-1.8783775034774832,-0.9194927708699367,-1.0562960578229479,-2.275595229785381,-3.879456615001004,-3.4890992534991483]","[-15.288727274275939,-15.958078506916024,-17.09293526211485,-18.801119349041244,-19.755083912033683,-18.970172513990747]",M0|M0|M0|M0|M0|M0
NWP_A2_S11_P080,NWB_A2_S11,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,11,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.279725902581665,-7.449519135661191,-7.941202827088375,-7.541662970012283,-8.157701836346519,-8.86444448146699]","[-1.8976818608897394,-2.5920650212116385,-2.1627040190501248,-1.3973821090172578,-2.8751869361008744,-3.611958628844718]","[-15.279725902581665,-17.44951913566119,-17.941202827088375,-17.541662970012283,-18.15770183634652,-18.86444448146699]",M0|M0|M0|M0|M0|M0
NWP_A2_S12_NULL,NWB_A2_S12,NULL_FLARE_RED_NOISE,,,2.0,12,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.52702858055005,-7.767391967794865,-8.677581779655583,-9.027986949250987,-9.344152070404164,-7.573596475202635]","[-1.9109336081314714,-2.599291428918434,-2.7270625650811837,-2.9628452909350926,-3.7265242932805904,-2.1476478784128403]","[-15.52702858055005,-17.767391967794865,-18.677581779655583,-19.027986949250987,-19.344152070404164,-17.573596475202635]",M0|M0|M0|M0|M0|M0
NWP_A2_S12_P050,NWB_A2_S12,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,12,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.293475638474078,-5.536694019474538,-6.286794734854993,-8.153326731769141,-9.397166773339336,-7.529713376503537]","[-1.9295541211811988,-0.7146236341273919,-0.29325554258562647,-1.4991481329045087,-3.6521947625106463,-1.373792393515373]","[-15.293475638474078,-15.536694019474538,-16.286794734854993,-18.15332673176914,-19.397166773339336,-17.529713376503537]",M0|M0|M0|M0|M0|M0
NWP_A2_S12_P080,NWB_A2_S12,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,12,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.555728029406804,-6.391553288157695,-4.521875938216738,-6.4762163740855385,-9.181136134594112,-7.2698926364458885]","[-1.747583043028956,-1.7231504385388234,0.6797655778023568,-0.7112250414295431,-3.8161355297332307,-1.9345786928845428]","[-15.555728029406804,-16.391553288157695,-14.521875938216738,-16.47621637408554,-19.181136134594112,-17.26989263644589]",M0|M0|M0|M0|M0|M0
NWP_A2_S13_NULL,NWB_A2_S13,NULL_FLARE_RED_NOISE,,,2.0,13,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.549301775939798,-7.561379453149897,-7.527449077416691,-8.400001382782705,-0.848245030015164,10.258011704264732]","[-1.9394268843459281,-2.383107563278344,-2.2189033015036443,-3.0163425084934374,4.088630851429173,8.820737910890557]","[-15.549301775939798,-17.561379453149897,-17.52744907741669,-18.400001382782705,-10.848245030015164,-1.179262089109443]",M0|M0|M0|M0|M0|M2
NWP_A2_S13_P050,NWB_A2_S13,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,13,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.463928802195273,-6.170592982694231,-6.870079908770919,-7.117199558043296,-2.229425342112279,9.527644977311866]","[-1.9384771802076122,-1.2096954930868122,-1.0704913884370058,-1.2008724604398822,2.6154246897996813,9.0410872690436]","[-15.463928802195273,-16.17059298269423,-16.87007990877092,-17.117199558043296,-12.229425342112279,-0.9589127309563992]",M0|M0|M0|M0|M0|M2
NWP_A2_S13_P080,NWB_A2_S13,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,13,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.695743257037268,-6.228169632387505,-6.240543598869522,-7.675035541435534,-0.5205537036039232,10.379363880039023]","[-1.8706010735323728,-1.5724374972887745,-1.7108146182093833,-2.704883641956826,4.344405762251142,8.965836442867271]","[-15.695743257037268,-16.228169632387505,-16.24054359886952,-17.675035541435534,-10.520553703603923,-1.0341635571327288]",M0|M0|M0|M0|M0|M2
NWP_A2_S14_NULL,NWB_A2_S14,NULL_FLARE_RED_NOISE,,,2.0,14,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.563550756400584,-7.692719165224872,-8.987281662986192,-9.444353537461438,-3.9692931148218804,-0.11973745402735858]","[-1.9330912605400767,-2.6058787706675304,-2.906335125953632,-3.266222586839433,0.019482641915999466,2.1963566308348845]","[-15.563550756400584,-17.692719165224872,-18.98728166298619,-19.44435353746144,-13.96929311482188,-10.119737454027359]",M0|M0|M0|M0|M0|M0
NWP_A2_S14_P050,NWB_A2_S14,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,14,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.646934508779244,-6.342458094034441,-6.626552163945888,-8.033044836563477,-4.3323797216638695,-1.9681607326971289]","[-1.9072370939632046,-1.5108506369992796,-1.337364990366325,-2.4388198007223423,-0.43273301813320586,0.21731832194325307]","[-15.646934508779244,-16.34245809403444,-16.626552163945888,-18.033044836563477,-14.33237972166387,-11.968160732697129]",M0|M0|M0|M0|M0|M0
NWP_A2_S14_P080,NWB_A2_S14,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,14,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.379215956853985,-6.893116970100195,-7.203201025770312,-7.27750292022472,-2.6807363477487343,0.40198503935221197]","[-1.8950340949237363,-2.447862245237218,-2.126550096770046,-1.2371753758559976,1.0709068335721668,2.7131078720558435]","[-15.379215956853985,-16.893116970100195,-17.203201025770312,-17.27750292022472,-12.680736347748734,-9.598014960647788]",M0|M0|M0|M0|M0|M0
NWP_A2_S15_NULL,NWB_A2_S15,NULL_FLARE_RED_NOISE,,,2.0,15,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.58945700388435,-7.7666342955415075,-8.643590355867644,-8.655498401214288,-10.077574828792478,-6.201323116828348]","[-1.9436825735625414,-2.5945207278468416,-2.5779812830376443,-2.5332309266792095,-4.304249939681711,-1.9949701571598553]","[-15.58945700388435,-17.766634295541508,-18.643590355867644,-18.655498401214288,-20.07757482879248,-16.20132311682835]",M0|M0|M0|M0|M0|M0
NWP_A2_S15_P050,NWB_A2_S15,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,15,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.494633096902179,-5.841270443653983,-5.001674217640982,-8.131632769011844,-10.411465608479375,-6.1252374262239755]","[-1.6551641511949873,-0.7620899451142265,0.6630384463183532,-2.0840431014221963,-4.769715052025106,-2.1120915305347125]","[-15.494633096902179,-15.841270443653983,-15.001674217640982,-18.131632769011844,-20.411465608479375,-16.125237426223975]",M0|M0|M0|M0|M0|M0
NWP_A2_S15_P080,NWB_A2_S15,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,15,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.749053835502298,-6.802956648927861,-6.462930978078106,-4.870423316268614,-8.16718415079447,-6.592801422426305]","[-1.966110767484099,-1.706113617827782,-1.0762781255031086,0.4818555397643536,-2.9882611123807123,-2.5131996962271614]","[-15.749053835502298,-16.80295664892786,-16.462930978078106,-14.870423316268614,-18.16718415079447,-16.592801422426305]",M0|M0|M0|M0|M0|M0
NWP_A2_S16_NULL,NWB_A2_S16,NULL_FLARE_RED_NOISE,,,2.0,16,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.486163013812137,-7.725589604605744,-8.014880821034069,-7.869407174725438,-6.372561919851364,-6.085232181500146]","[-1.919213560341702,-2.626878616487531,-2.0740220017934803,-1.8974688849837094,-2.0647551801999384,0.22569113950873998]","[-15.486163013812137,-17.725589604605744,-18.01488082103407,-17.86940717472544,-16.372561919851364,-16.085232181500146]",M0|M0|M0|M0|M0|M0
NWP_A2_S16_P050,NWB_A2_S16,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,16,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.381217060546284,-5.168697316312574,-5.463627849120684,-6.960375173336445,-7.15323363166857,-6.089082989758822]","[-1.936382165336437,-0.29444555644434445,-0.011864709830859965,-0.9998438480366758,-2.313744906374666,0.37073711279606414]","[-15.381217060546284,-15.168697316312574,-15.463627849120684,-16.960375173336445,-17.15323363166857,-16.089082989758822]",M0|M0|M0|M0|M0|M0
NWP_A2_S16_P080,NWB_A2_S16,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,16,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.639387815873119,-5.976086886137338,-5.404066300403116,-6.106588595841686,-6.498771556599706,-6.27642677670849]","[-1.8311170833183903,-1.2882287551241944,-0.22482340543325563,-0.3923121894412134,-2.4363098667203076,-0.030091603769164976]","[-15.63938781587312,-15.976086886137338,-15.404066300403116,-16.106588595841686,-16.498771556599706,-16.27642677670849]",M0|M0|M0|M0|M0|M0
NWP_A2_S17_NULL,NWB_A2_S17,NULL_FLARE_RED_NOISE,,,2.0,17,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.519743040327885,-7.839445848066163,-8.75337892686639,-9.689641195274817,-9.953848839354748,-7.685883955900181]","[-1.9370414870560948,-2.6472992172412404,-2.5993671876362896,-3.167332867049197,-3.4234415676911567,-0.7539579470181934]","[-15.519743040327885,-17.839445848066163,-18.75337892686639,-19.689641195274817,-19.953848839354748,-17.68588395590018]",M0|M0|M0|M0|M0|M0
NWP_A2_S17_P050,NWB_A2_S17,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,17,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.218773524676832,-5.291568911081299,-4.611255775610857,-6.524142292011618,-8.353133999859324,-7.691907888128071]","[-1.90159130957207,-0.38434175241584967,0.9500050392501294,-0.22794244116391837,-1.5348213987443842,-1.405066266248923]","[-15.218773524676832,-15.2915689110813,-14.611255775610857,-16.524142292011618,-18.353133999859324,-17.69190788812807]",M0|M0|M0|M0|M0|M0
NWP_A2_S17_P080,NWB_A2_S17,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,17,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.496451057700966,-6.205159459628419,-5.77039537488821,-7.164626985527832,-9.938383654260065,-8.08677561193258]","[-1.7531936070104903,-1.3491503059621692,-0.5802557898750536,-1.8499467476259497,-3.998829151071334,-1.261356399818169]","[-15.496451057700966,-16.20515945962842,-15.77039537488821,-17.164626985527832,-19.938383654260065,-18.08677561193258]",M0|M0|M0|M0|M0|M0
NWP_A2_S18_NULL,NWB_A2_S18,NULL_FLARE_RED_NOISE,,,2.0,18,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.513560611946017,-7.753601851972448,-8.739045996105517,-8.863328703383559,-7.819159205869141,-6.749380313367169]","[-1.9421670100683075,-2.6194363056338545,-2.6557691795628102,-2.6043477297906747,-2.302322970497073,-3.1113958036108897]","[-15.513560611946017,-17.753601851972448,-18.739045996105517,-18.86332870338356,-17.81915920586914,-16.74938031336717]",M0|M0|M0|M0|M0|M0
NWP_A2_S18_P050,NWB_A2_S18,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,18,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.409296439609101,-3.746368293095003,-3.2380611518528326,-3.6034863028697828,-8.613793227043061,-7.0492599038447]","[-1.5668283391947595,1.2072951002611632,2.385105111917852,2.334354073930058,-3.7453885524055863,-2.703249386961261]","[-15.4092964396091,-13.746368293095003,-13.238061151852833,-13.603486302869783,-18.61379322704306,-17.0492599038447]",M0|M0|M0|M0|M0|M0
NWP_A2_S18_P080,NWB_A2_S18,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,18,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.671556993342348,-6.927782597839908,-7.981501857233525,-9.151032464691468,-8.069003227283474,-6.7732963267390005]","[-1.967884518014002,-1.7544318277954147,-2.3037152128211176,-3.090114989323979,-2.72926296137814,-3.298271697678274]","[-15.671556993342348,-16.927782597839908,-17.981501857233525,-19.15103246469147,-18.069003227283474,-16.773296326739]",M0|M0|M0|M0|M0|M0
NWP_A2_S19_NULL,NWB_A2_S19,NULL_FLARE_RED_NOISE,,,2.0,19,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.556877427230326,-7.6539888398727385,-8.336971049608763,-8.981149012259095,-4.355752667686602,-1.7907021255298332]","[-1.9291477746259718,-2.515775245816016,-2.541814984687335,-2.9340576794094204,0.6736663976325872,0.8359918623771136]","[-15.556877427230326,-17.65398883987274,-18.336971049608763,-18.981149012259095,-14.355752667686602,-11.790702125529833]",M0|M0|M0|M0|M0|M0
NWP_A2_S19_P050,NWB_A2_S19,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,19,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.367163360682802,-5.630372861927967,-5.071407185303855,-6.612586973302143,-4.924846656877719,-2.0400132786860468]","[-1.9453993636322098,-0.8462920313333626,0.5780155450157736,-0.3173853885762128,0.4554957647973765,0.8554620670782924]","[-15.367163360682802,-15.630372861927967,-15.071407185303855,-16.612586973302143,-14.924846656877719,-12.040013278686047]",M0|M0|M0|M0|M0|M0
NWP_A2_S19_P080,NWB_A2_S19,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,19,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.640082290374142,-6.771733041318512,-6.801247278614625,-7.475265803082095,-3.6370965519067795,-1.5445034623178344]","[-1.810752213404906,-2.0061254435069173,-1.8232171240179582,-2.333957097987934,1.2895496912429394,1.1221711115643984]","[-15.640082290374142,-16.771733041318512,-16.801247278614625,-17.475265803082095,-13.63709655190678,-11.544503462317834]",M0|M0|M0|M0|M0|M0
NWP_A2_S20_NULL,NWB_A2_S20,NULL_FLARE_RED_NOISE,,,2.0,20,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.524568031872093,-7.748308875830034,-9.112236120505088,-9.554486861715645,-9.743828173110046,-9.807881451159233]","[-1.9374711242140252,-2.6017837997293896,-2.9678631524029413,-2.8579516873312514,-2.7627563482826645,-3.0651418851754215]","[-15.524568031872093,-17.748308875830034,-19.112236120505088,-19.554486861715645,-19.743828173110046,-19.807881451159233]",M0|M0|M0|M0|M0|M0
NWP_A2_S20_P050,NWB_A2_S20,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,20,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.195384367152215,-5.206798751139047,-4.5878053962057095,-4.6578298831501,-9.53550801235508,-10.10227526393055]","[-1.9102311418411189,-0.3194339789845202,1.1206527201658503,1.3923613338240557,-2.5600260997798614,-2.6780952806918776]","[-15.195384367152215,-15.206798751139047,-14.58780539620571,-14.6578298831501,-19.53550801235508,-20.10227526393055]",M0|M0|M0|M0|M0|M0
NWP_A2_S20_P080,NWB_A2_S20,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,20,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.330944091062685,-7.426998279066595,-8.258185787229564,-8.817306022510536,-9.058213945355078,-9.611947043131295]","[-1.854154934026277,-2.580868435001406,-2.6461996694890786,-2.7864733265163864,-2.477269700560555,-3.005610752654434]","[-15.330944091062685,-17.426998279066595,-18.258185787229564,-18.817306022510536,-19.058213945355078,-19.611947043131295]",M0|M0|M0|M0|M0|M0
NWP_A2_S21_NULL,NWB_A2_S21,NULL_FLARE_RED_NOISE,,,2.0,21,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.557861299390986,-7.808844989445873,-8.61936741312951,-8.07325002048475,-7.18373637199079,-9.473395557595154]","[-1.9369506028847612,-2.6003862182182615,-2.894959207484618,-2.5369485750887293,-1.770542938015069,-3.0499129851855287]","[-15.557861299390986,-17.808844989445873,-18.61936741312951,-18.07325002048475,-17.18373637199079,-19.473395557595154]",M0|M0|M0|M0|M0|M0
NWP_A2_S21_P050,NWB_A2_S21,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,21,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.565277846534663,-5.228162440030147,-5.048828592003389,-7.0344214289350475,-6.238092414217647,-9.545318534264197]","[-1.8032500619308456,-0.45236221868339044,-0.014455428915084667,-1.7804281193533598,-0.9646636171272576,-3.175241489209725]","[-15.565277846534663,-15.228162440030147,-15.048828592003389,-17.034421428935048,-16.238092414217647,-19.545318534264197]",M0|M0|M0|M0|M0|M0
NWP_A2_S21_P080,NWB_A2_S21,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,21,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.52329494521663,-6.752014777825437,-7.25667804122935,-7.611291824845864,-7.430265343267763,-9.58593777359431]","[-1.9384104240330204,-2.107786593035769,-1.7981308798410964,-2.2378590766439856,-2.003301131740045,-3.165094193801565]","[-15.52329494521663,-16.752014777825437,-17.25667804122935,-17.611291824845864,-17.430265343267763,-19.58593777359431]",M0|M0|M0|M0|M0|M0
NWP_A2_S22_NULL,NWB_A2_S22,NULL_FLARE_RED_NOISE,,,2.0,22,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.55971051464234,-7.593632324938071,-8.802037082448095,-9.224088069417348,-9.226338737349295,-9.81938142469005]","[-1.9456221232724937,-2.406892803893541,-2.6654658252708714,-2.824571673601156,-2.9796389478791525,-3.1275080383480827]","[-15.55971051464234,-17.59363232493807,-18.802037082448095,-19.22408806941735,-19.226338737349295,-19.81938142469005]",M0|M0|M0|M0|M0|M0
NWP_A2_S22_P050,NWB_A2_S22,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,22,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.523486551436065,-4.090288103573371,-3.4549029237984996,-2.616430707399104,-8.850067727876535,-9.908184324143917]","[-1.9454329239082684,0.5461889231221733,1.8307400537680394,3.180962920388197,-2.115626419985915,-2.917378957889696]","[-15.523486551436065,-14.090288103573371,-13.4549029237985,-12.616430707399104,-18.850067727876535,-19.908184324143917]",M0|M0|M0|M0|M0|M0
NWP_A2_S22_P080,NWB_A2_S22,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,22,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.559554837358304,-6.6270121235981065,-6.633349301476187,-6.812880926609353,-9.259128570397593,-9.819212490738323]","[-1.9279808303938557,-1.9942096632255897,-1.4189340120408929,-1.2701149893172214,-3.143539521063417,-3.234311027132321]","[-15.559554837358304,-16.627012123598107,-16.633349301476187,-16.812880926609353,-19.259128570397593,-19.819212490738323]",M0|M0|M0|M0|M0|M0
NWP_A2_S23_NULL,NWB_A2_S23,NULL_FLARE_RED_NOISE,,,2.0,23,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.53300604542094,-7.801456344556314,-8.850026283932891,-9.361302818141212,-9.065955143030578,-6.378568012590449]","[-1.938470877930178,-2.6048254017421186,-2.8138427367767918,-2.8580466710776022,-1.8564770816461191,0.881672813756154]","[-15.53300604542094,-17.801456344556314,-18.85002628393289,-19.361302818141212,-19.06595514303058,-16.37856801259045]",M0|M0|M0|M0|M0|M0
NWP_A2_S23_P050,NWB_A2_S23,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,23,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.219494737932141,-5.263742769937153,-4.9358522040406,-5.5288402638574325,-7.3202191968229045,-5.788056275046529]","[-1.8946175163340468,-0.3410298722133973,1.011637076665636,0.8260608513483589,-0.09212087533819613,1.6306000856942546]","[-15.219494737932141,-15.263742769937153,-14.9358522040406,-15.528840263857433,-17.320219196822904,-15.788056275046529]",M0|M0|M0|M0|M0|M0
NWP_A2_S23_P080,NWB_A2_S23,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,23,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.496262752721922,-6.289732413392173,-4.617386484989254,-4.217270904586883,-9.017564549563645,-6.401670732091816]","[-1.7598914049139056,-1.5405085717652156,0.4302934306388124,1.2334329870714669,-2.303319572967382,0.7545403753382516]","[-15.496262752721922,-16.289732413392173,-14.617386484989254,-14.217270904586883,-19.017564549563645,-16.401670732091816]",M0|M0|M0|M0|M0|M0
NWP_A2_S24_NULL,NWB_A2_S24,NULL_FLARE_RED_NOISE,,,2.0,24,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.53486900727898,-7.791552745926111,-8.428924454553282,-3.947360135577469,7.779155610817213,7.964522642603924]","[-1.9409784805384769,-2.633111134574719,-2.5633299795056814,0.9049528940565779,6.825870130175417,2.7430246963398304]","[-15.53486900727898,-17.79155274592611,-18.428924454553282,-13.947360135577469,-3.174129869824583,-7.25697530366017]",M0|M0|M0|M0|M2|M2
NWP_A2_S24_P050,NWB_A2_S24,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,24,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.4201024018042325,-5.260922089675262,-3.271710996149693,-4.0380327307372,2.1428187758922945,4.39688878811819]","[-1.5987122226250152,-0.22489052505204654,2.5744708395677094,1.023903408187607,6.403178342174158,2.7882935339429196]","[-15.420102401804233,-15.260922089675262,-13.271710996149693,-14.0380327307372,-7.8571812241077055,-7.21170646605708]",M0|M0|M0|M0|M0|M2
NWP_A2_S24_P080,NWB_A2_S24,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,24,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.724321899831407,-6.524379817643208,-4.858675299709745,-0.309188141905679,11.14746584927235,9.50883872555994]","[-1.9485986241343758,-1.4628142195619063,0.39818791791410035,3.098918387273443,8.31341038392884,3.3097796361490737]","[-15.724321899831407,-16.524379817643208,-14.858675299709745,-10.309188141905679,-1.68658961607116,-6.690220363850926]",M0|M0|M0|M0|M2|M2
NWP_A2_S25_NULL,NWB_A2_S25,NULL_FLARE_RED_NOISE,,,2.0,25,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.5841087465948505,-7.7367210300529905,-9.121836057206565,-9.908764783136121,-9.671757875367916,-6.203648621378193]","[-1.9327125325024257,-2.618271799746026,-3.0105767735245195,-3.306202330605572,-2.6302285649096575,-0.4670767219087111]","[-15.58410874659485,-17.73672103005299,-19.121836057206565,-19.90876478313612,-19.671757875367916,-16.203648621378193]",M0|M0|M0|M0|M0|M0
NWP_A2_S25_P050,NWB_A2_S25,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,25,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.379584101401306,-6.027005300122028,-5.0685443160020895,-5.644550599013826,-10.414667459080192,-6.815998652426856]","[-1.9458595607619467,-1.1887436029930853,0.8631576144745168,0.7028394377290397,-3.1095188216745555,-0.806048720533795]","[-15.379584101401306,-16.027005300122028,-15.06854431600209,-15.644550599013826,-20.414667459080192,-16.815998652426856]",M0|M0|M0|M0|M0|M0
NWP_A2_S25_P080,NWB_A2_S25,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,25,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.636026375801936,-6.365533913211664,-5.305521167719434,-4.181310459574206,-9.46644531521406,-5.908132213020508]","[-1.80148369262709,-1.6466645659494787,-0.46231195312805085,0.7343945125177811,-3.4642255531767887,-0.4273914627117392]","[-15.636026375801936,-16.365533913211664,-15.305521167719434,-14.181310459574206,-19.46644531521406,-15.908132213020508]",M0|M0|M0|M0|M0|M0
NWP_A2_S26_NULL,NWB_A2_S26,NULL_FLARE_RED_NOISE,,,2.0,26,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.546684986368163,-7.617454348660743,-8.195752455915283,-8.380865963107055,-3.745615717101316,-3.189374710484344]","[-1.9392447724912598,-2.483532318647235,-2.130976189147759,-2.6719721009200725,-0.08381029341137491,3.3291936998940628]","[-15.546684986368163,-17.617454348660743,-18.195752455915283,-18.380865963107055,-13.745615717101316,-13.189374710484344]",M0|M0|M0|M0|M0|M0
NWP_A2_S26_P050,NWB_A2_S26,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,26,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.203714114742095,-5.6263473497783565,-6.2653980295631015,-6.534855619481846,-3.321022316923063,-3.0139327482720546]","[-1.9482244374448507,-0.7466507685887649,-0.820677883125029,-1.8630585442899132,-0.560237831203267,3.6656244228346395]","[-15.203714114742095,-15.626347349778356,-16.2653980295631,-16.534855619481846,-13.321022316923063,-13.013932748272055]",M0|M0|M0|M0|M0|M0
NWP_A2_S26_P080,NWB_A2_S26,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,26,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.387458920265507,-7.1664829393388345,-8.034151048859627,-8.441715204806144,-3.896806502344191,-3.207488612398606]","[-1.8453132591349943,-2.342477964025221,-2.2966991675431245,-2.248446597675752,0.09601258118982514,3.28337817459294]","[-15.387458920265507,-17.166482939338835,-18.034151048859627,-18.441715204806144,-13.896806502344191,-13.207488612398606]",M0|M0|M0|M0|M0|M0
NWP_A2_S27_NULL,NWB_A2_S27,NULL_FLARE_RED_NOISE,,,2.0,27,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.556212085555883,-7.723900371631714,-8.897646579510905,-8.31302936233061,-3.901249492219904,-3.136257732351737]","[-1.9298702895469555,-2.5819912766508537,-2.7183424292876737,-2.0218367519336766,2.0629887040495873,3.6686046123193137]","[-15.556212085555883,-17.723900371631714,-18.897646579510905,-18.31302936233061,-13.901249492219904,-13.136257732351737]",M0|M0|M0|M0|M0|M0
